SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,Fireplace,Garage,Floors,Windows,PreviousSalePrice,IsLuxury,HouseColor_Green,HouseColor_Red,HouseColor_White,HouseColor_Yellow,Price
873.55,1.150033892,3,481.13,60.73,4.68,10.23,12.46,96.94,1.76,5.06,8.57,5.8,0,0,1,16,377162.1303,1,False,False,True,False,301419.9178
740.88,1.0,1,463.34,17.79,5.04,13.34,33.31,85.77,1.82,2.96,4.2,2.18,0,0,2,31,48921.34519,0,False,False,False,True,133886.6698
890.03,2.807694604,3,620.5,50.83,10.0,82.1,33.8,94.72,1.4,5.85,7.44,4.51,0,0,1,12,356440.6443,1,False,False,True,False,350210.6549
1458.8,2.278489691,3,38.4,45.51,7.27,3.86,7.15,91.62,1.12,5.05,8.97,8.69,0,0,2,52,577574.3022,1,False,False,False,True,385022.8356
992.13,1.385731215,1,387.39,33.73,2.56,149.37,32.62,92.98,1.38,2.12,5.46,4.96,0,0,1,10,121533.3455,0,False,False,False,True,194094.7255
577.36,1.996181565,4,771.92,39.47,9.35,34.74,54.38,93.1,1.66,3.54,10.0,7.94,0,0,1,19,398244.4603,0,False,False,False,False,238343.9376
1125.06,2.723276355,1,156.55,30.84,6.58,6.46,3.19,89.65,1.75,3.53,5.31,6.6,0,0,1,19,102388.8724,1,False,False,False,False,173809.6441
965.59,3.93450467,2,721.2,47.1,8.57,9.17,20.61,86.92,1.31,4.12,4.99,6.32,0,0,1,4,298120.5774,0,False,False,False,True,268929.6573
1117.43,2.398695573,2,546.97,32.53,7.09,42.19,31.63,91.03,1.59,3.7,10.0,6.83,0,0,1,22,86268.49103,0,False,False,False,False,188922.9338
1033.74,1.0,2,815.76,7.63,4.43,137.0,27.3,95.02,1.93,3.96,9.54,6.94,0,0,1,14,22891.25316,1,True,False,False,False,122016.6518
2170.86,4.104887589,6,929.36,0.92,10.0,30.47,1.79,94.86,0.94,8.34,4.56,7.42,0,0,1,10,1099354.634,1,False,False,False,True,720948.6752
1515.07,1.5055028,3,949.39,57.27,6.19,64.97,6.0,96.8,1.78,4.64,5.64,4.95,1,0,1,17,262207.9614,1,False,True,False,False,366361.8071
1367.63,2.772316639,2,44.28,41.83,7.59,18.4,7.33,94.34,1.12,7.64,0.56,3.59,1,0,1,15,384581.9658,0,False,False,False,False,454144.7834
1258.04,4.055110876,4,590.21,40.66,7.59,17.65,30.54,88.71,1.21,7.56,6.64,7.62,0,1,1,19,620069.5958,1,False,False,False,True,723129.0195
1292.24,4.518126523,4,456.37,34.81,8.82,15.27,2.56,93.15,1.28,8.13,5.66,4.25,0,0,1,4,584420.228,0,False,False,True,False,479896.9346
630.95,1.0,2,22.96,27.82,4.85,60.78,17.84,89.91,1.16,4.89,5.65,7.73,0,1,1,14,39061.33948,0,True,False,False,False,132679.1883
550.0,1.355490263,2,427.19,33.22,6.64,3.64,14.83,86.33,0.96,2.45,8.66,6.78,0,0,1,17,24879.27194,0,False,False,False,True,119661.8405
704.82,1.0,3,492.72,3.62,6.2,4.59,31.73,92.79,1.64,3.6,2.66,2.98,0,0,1,7,138159.0506,0,False,False,False,False,261312.3182
859.94,1.0,1,531.17,27.48,5.81,54.08,40.04,92.23,1.67,3.2,7.85,6.52,0,0,1,23,24243.60499,0,False,False,True,False,107330.1073
1332.75,1.0,2,786.04,31.09,3.48,61.18,17.57,89.22,1.16,5.55,9.77,6.07,0,0,1,1,218595.889,0,False,True,False,False,251783.8961
550.0,1.0,3,257.15,40.4,4.73,29.47,30.61,99.9,2.07,2.72,6.94,4.75,0,0,2,29,148154.9332,0,True,False,False,False,154177.1892
1655.1,1.0,4,648.73,8.28,6.29,156.4,12.15,88.33,2.26,5.92,10.0,4.69,0,1,1,13,412096.9847,1,False,True,False,False,374959.758
1297.73,2.686407725,3,169.06,34.86,7.1,87.08,19.98,94.78,1.14,5.19,4.63,7.37,0,1,1,23,380363.8356,1,False,False,False,True,538054.4792
790.34,1.0,1,196.86,7.03,7.74,42.96,0.54,94.26,1.61,4.52,8.58,7.22,1,0,2,24,196869.0143,0,False,False,False,False,191821.5281
1420.65,3.002882093,2,897.0,25.05,8.02,125.22,0.55,99.9,1.57,5.41,7.22,7.87,0,1,1,13,292933.0497,0,False,True,False,False,240397.6212
654.07,1.827370422,3,1022.08,8.29,8.23,7.47,17.13,93.64,1.43,3.81,3.1,5.96,0,0,2,35,20196.13642,0,True,False,False,False,110505.7101
1010.79,2.647702101,2,387.45,23.3,9.77,84.68,16.65,94.29,1.31,5.62,9.23,7.14,0,0,2,54,361783.19,1,True,False,False,False,448702.2285
874.22,1.0,3,611.22,37.43,6.88,39.05,19.61,84.23,1.5,3.15,6.66,8.2,0,1,1,12,223539.1365,0,False,True,False,False,254413.1466
1538.12,2.007334878,3,905.75,54.86,7.59,9.84,10.64,96.98,0.62,6.24,8.6,8.81,0,0,1,16,361594.3519,1,False,False,True,False,556251.2911
1093.75,1.197647935,2,558.96,20.56,7.57,44.17,29.92,99.9,0.6,5.24,4.75,4.0,0,0,1,16,284987.3859,0,False,False,False,False,244814.255
797.22,1.913274335,4,711.96,5.42,5.25,36.67,13.89,94.05,2.07,6.61,6.2,3.49,0,0,1,11,327819.2197,1,False,False,False,True,302079.734
2162.74,4.025994529,4,686.13,58.59,10.0,3.75,5.31,94.29,1.57,6.08,6.28,7.33,0,1,1,19,821095.527,0,False,True,False,False,467528.3796
1393.1,2.702851865,1,461.68,20.57,7.23,2.05,21.89,97.64,1.53,7.51,9.87,7.43,1,1,1,11,194565.4093,1,False,False,False,True,323162.2459
1045.42,1.449274842,2,756.05,4.95,2.61,1.18,23.68,99.4,1.56,2.78,10.0,5.56,0,0,1,16,121425.0194,0,False,False,False,True,163050.2762
630.11,2.487281222,3,470.22,0.39,7.59,27.9,2.76,92.16,0.85,5.45,7.07,4.69,0,0,2,47,285468.523,0,True,False,False,False,215335.419
1663.43,3.611083662,5,939.55,38.33,10.0,2.29,9.1,95.28,1.65,9.0,8.08,6.68,1,0,1,11,770650.5756,1,True,False,False,False,874387.1896
553.43,1.370236727,3,200.64,18.88,6.12,73.15,60.21,99.9,0.96,3.88,3.97,5.04,0,0,1,14,45912.08614,0,False,False,True,False,111116.4823
989.91,1.776838748,3,596.22,13.46,4.66,20.72,4.86,99.9,0.88,1.83,2.63,4.83,0,1,1,27,259075.4943,1,False,False,False,True,354191.3722
569.55,1.568564545,3,705.66,31.13,3.53,83.09,29.8,95.16,2.19,2.04,5.31,9.59,0,1,1,7,44466.50383,0,False,False,True,False,123038.9836
1135.69,3.390717946,4,676.14,13.03,10.0,5.58,2.63,95.35,1.49,9.54,7.03,6.46,0,0,1,9,515792.974,1,False,True,False,False,668529.4837
1810.08,2.609749196,4,438.51,1.85,9.82,104.44,20.82,95.41,0.91,10.0,9.46,6.35,0,1,1,14,594441.6729,1,False,False,False,True,939276.434
635.14,1.095115158,2,348.47,34.49,8.26,4.91,23.88,96.15,1.37,5.7,1.54,6.18,0,0,1,17,101566.3019,0,False,False,False,False,172292.0926
987.69,2.700844598,2,317.43,8.22,5.37,117.41,18.55,90.96,1.44,3.63,5.8,5.35,0,1,1,6,282806.4098,0,False,True,False,False,176531.527
755.0,1.925562331,4,807.85,7.79,8.01,28.54,13.8,86.16,0.76,4.49,5.5,5.95,1,0,1,17,256993.8289,1,True,False,False,False,319705.9149
1928.33,2.690446109,5,46.18,22.49,8.33,48.88,9.58,99.9,0.88,9.85,10.0,10.0,0,1,1,16,795437.2159,0,False,True,False,False,707838.9867
1147.25,2.587702679,2,276.55,66.28,8.26,20.52,13.5,91.07,1.83,7.75,7.5,4.83,0,1,2,21,285921.8121,1,False,False,False,True,414809.4504
1308.37,2.360097824,5,422.95,3.25,8.53,66.67,18.92,86.32,1.89,7.38,10.0,7.98,0,1,1,11,464991.0505,1,False,False,False,False,507058.1517
1084.17,1.0,2,719.87,33.1,7.25,85.57,9.76,91.63,1.9,0.68,8.61,7.31,0,0,1,22,121207.2502,0,False,True,False,False,158471.7514
1589.48,1.649524983,4,257.65,23.97,8.89,54.52,21.3,86.59,1.47,3.09,1.4,2.47,0,0,1,8,364946.8022,0,True,False,False,False,220926.562
1096.37,2.867166487,4,515.33,75.94,8.3,8.97,6.01,87.0,1.12,7.23,6.34,4.95,1,0,2,10,532327.9057,1,False,False,False,False,389246.5963
1138.98,1.584561773,4,97.15,43.64,7.61,19.46,14.61,95.72,1.36,5.12,2.53,3.86,1,0,1,13,215467.1332,1,False,False,False,False,355509.5762
1309.91,2.90707305,3,335.19,26.23,6.59,37.93,1.82,92.67,1.84,1.84,0.5,5.46,0,0,1,16,300132.9051,1,False,False,False,True,337131.1589
550.0,1.456745945,2,380.43,10.91,4.43,73.1,38.07,94.03,1.8,1.37,4.05,7.97,0,0,1,19,82390.42879,0,False,True,False,False,214365.1076
1271.3,1.070327766,3,720.44,20.22,3.5,86.33,8.26,98.91,2.32,0.97,1.76,4.14,0,0,1,24,170705.977,0,True,False,False,False,272714.9805
891.51,2.524740113,5,198.59,1.57,7.53,51.09,27.83,97.3,1.26,3.85,6.31,7.28,0,0,1,11,480095.466,1,False,False,True,False,403663.3192
1410.59,2.937951534,4,972.62,51.57,7.66,81.17,24.54,99.9,1.88,5.4,10.0,5.18,0,0,1,17,444983.0373,1,False,False,False,True,347138.2077
550.0,1.730892958,3,243.95,38.1,4.95,53.54,5.89,92.47,1.57,3.12,3.62,3.94,0,1,1,19,138821.4124,0,False,True,False,False,234150.2392
1276.83,2.614374701,2,537.85,20.29,3.43,94.43,1.32,94.24,0.65,6.51,5.63,4.68,0,1,1,13,305052.8163,1,False,False,False,False,389504.8713
1400.29,3.652630768,2,414.63,15.64,5.88,99.72,39.42,91.61,1.85,6.58,3.06,5.48,0,0,1,15,335346.8255,0,False,True,False,False,206992.6136
1324.79,2.969589023,2,445.99,56.28,8.0,36.69,39.55,89.09,1.32,6.21,10.0,8.07,0,0,1,16,435934.1944,0,False,False,True,False,258264.0576
1581.77,1.714548057,3,847.84,22.96,8.86,38.8,19.05,96.94,1.6,7.32,7.42,7.51,1,0,1,24,344310.3892,0,True,False,False,False,234979.2686
859.96,3.326735552,3,133.08,51.88,9.7,63.9,7.19,99.9,2.21,5.36,6.78,6.13,0,0,1,17,230056.3439,0,True,False,False,False,399559.1881
918.0,1.653599375,3,288.11,21.94,6.61,69.1,13.94,87.22,2.64,5.63,3.4,6.08,1,0,1,13,281642.0505,1,True,False,False,False,387076.1872
1205.53,1.087794174,3,351.27,66.61,8.62,31.8,8.05,97.61,0.93,5.12,2.23,4.34,1,0,1,9,149191.2471,0,False,True,False,False,135570.1211
550.0,2.008523075,3,32.97,31.38,6.26,87.38,21.07,88.69,2.25,4.8,0.04,3.74,0,1,1,20,241537.2089,0,False,False,True,False,278155.1053
975.57,1.005480921,2,197.27,44.83,5.7,79.16,4.66,95.97,0.89,4.4,3.0,2.3,0,0,1,12,55773.54671,0,True,False,False,False,135333.7626
1121.1,2.146539487,4,437.81,43.68,7.91,22.44,9.42,99.9,2.05,6.36,4.29,6.38,0,1,1,2,234191.1484,0,False,False,False,False,253190.5315
1286.44,1.817333092,3,78.37,0.97,7.02,115.1,34.61,93.14,2.19,4.63,9.96,6.0,0,1,1,1,440991.8752,1,False,True,False,False,365937.7664
952.05,2.699239026,3,986.01,23.79,5.36,57.24,44.39,82.06,2.28,4.3,0.35,4.11,0,0,1,15,337099.9413,0,False,False,False,False,261105.2347
695.85,2.716703709,3,1058.78,22.0,7.39,23.15,5.18,98.97,1.54,6.43,10.0,5.53,0,1,1,17,312570.8333,1,True,False,False,False,343211.2567
966.05,1.796684976,3,366.65,56.62,9.4,7.85,40.41,93.52,2.18,2.9,3.65,7.83,0,0,1,13,43032.2054,0,False,True,False,False,144270.6511
801.77,1.571140719,5,135.67,36.55,7.19,55.26,20.33,91.46,0.98,4.21,5.02,6.75,1,0,2,32,428494.8875,1,False,True,False,False,506388.8471
729.98,1.0,2,695.67,42.11,2.77,49.9,29.7,79.93,1.15,2.57,5.04,5.86,1,1,1,14,41678.47109,0,False,False,True,False,124550.5489
1807.96,5.626172268,3,607.57,24.95,8.04,8.13,15.86,90.95,0.92,10.0,7.31,7.31,0,1,1,15,609985.8316,1,False,False,False,True,525491.7565
968.74,2.406639445,2,349.9,1.9,5.84,90.61,22.42,98.2,1.27,4.86,8.85,6.29,0,0,1,10,302987.8519,0,False,False,True,False,214089.6239
550.0,1.996248608,3,922.59,23.84,8.39,106.79,16.78,96.65,1.54,5.58,9.87,9.85,0,0,1,23,142974.7413,0,False,False,False,True,156171.1634
803.03,1.419109694,4,381.95,2.6,7.11,61.83,41.89,99.46,1.17,4.16,9.17,5.1,0,0,1,18,174861.1223,0,False,True,False,False,162230.1013
550.0,3.123917304,3,859.58,0.76,9.43,64.25,13.59,91.93,1.94,3.06,0.24,5.84,1,0,1,14,282524.7182,1,True,False,False,False,306963.0262
1312.76,3.860537209,3,814.86,5.97,8.1,43.85,4.17,99.9,1.45,6.54,7.55,7.87,0,0,2,20,664893.6273,1,True,False,False,False,502542.4192
1105.46,2.913019554,4,92.44,6.7,8.19,132.62,18.65,99.9,1.34,8.95,4.09,4.69,0,0,1,16,575468.9989,1,False,False,False,True,487625.5253
1558.03,1.636082286,2,572.2,3.78,6.81,29.37,29.67,99.9,1.83,6.07,4.99,5.9,0,0,1,22,300588.8621,1,False,False,False,True,434618.9425
1765.92,3.732545313,1,903.8,19.59,5.04,34.07,19.04,99.9,1.37,7.67,2.28,6.67,0,0,1,24,470617.3801,0,False,False,False,True,282994.8668
1705.16,2.460425752,3,322.12,35.25,9.31,1.83,6.41,93.48,0.84,4.97,2.19,5.52,0,1,1,12,295647.255,1,False,True,False,False,504855.9148
890.36,2.442325249,4,495.31,48.44,8.65,49.25,8.52,94.99,1.27,5.42,4.64,4.04,0,0,1,9,265652.2489,0,False,False,False,True,231338.412
1045.17,1.0,3,634.2,39.27,6.8,21.77,9.17,85.74,1.97,2.72,7.26,5.81,0,1,1,21,121570.4495,0,True,False,False,False,204012.1474
1070.66,2.718867575,4,253.99,19.08,8.53,42.25,38.3,90.01,1.71,5.51,0.63,1.96,0,0,1,14,379133.1527,1,True,False,False,False,349899.8075
550.0,1.255136626,4,794.9,42.49,7.88,15.41,7.2,87.89,1.1,3.28,10.0,7.75,1,0,1,20,18463.1777,0,False,False,True,False,125901.3577
953.36,3.102956136,2,692.27,17.44,7.74,68.46,2.89,93.25,1.98,5.21,6.59,5.63,0,1,1,5,153984.933,1,False,True,False,False,288870.6199
1864.9,2.501197814,3,468.03,28.07,10.0,46.56,22.83,92.5,1.53,2.44,4.44,7.69,1,0,1,12,446020.9142,1,False,False,True,False,338296.8778
829.74,1.842109064,4,740.29,7.17,10.0,10.99,34.49,95.51,0.69,4.82,4.18,2.7,0,0,1,24,435751.7904,1,False,False,True,False,398962.6882
1565.11,2.475642589,2,599.97,28.55,6.98,83.39,16.49,92.57,1.55,8.62,8.61,7.86,0,1,1,10,510638.4525,1,True,False,False,False,606509.3188
1072.97,1.198938557,2,352.41,31.76,8.02,7.62,11.45,93.24,1.48,4.53,6.62,9.94,0,1,1,17,108736.5831,0,True,False,False,False,151940.0427
550.0,1.0,2,714.45,39.13,4.92,55.85,2.86,92.87,1.94,1.7,5.87,6.65,1,1,2,27,107580.2428,0,False,False,False,False,153827.7845
993.33,2.550064646,4,16.87,13.15,7.26,18.18,3.19,93.59,1.15,3.9,5.95,3.41,0,0,1,13,377298.0136,1,True,False,False,False,417684.3441
1924.5,4.75024031,3,427.88,5.92,9.0,0.32,31.24,98.73,1.41,8.96,10.0,6.6,0,1,1,4,555592.7378,1,True,False,False,False,646526.0787
885.92,2.359795125,3,528.28,38.86,6.68,35.15,25.29,90.66,1.07,6.25,7.29,8.03,1,0,1,21,452953.4969,1,True,False,False,False,298685.3339
550.0,1.880481258,3,351.87,30.77,6.73,46.36,14.88,95.79,1.02,3.33,3.2,3.93,1,0,1,26,51804.53577,0,False,False,True,False,136062.8211
1285.02,2.244890313,4,507.52,5.25,2.66,14.79,34.39,83.43,1.19,5.42,5.04,4.81,0,0,1,3,671224.2529,0,False,True,False,False,299295.496
550.0,1.658917807,2,549.03,47.09,2.58,37.99,3.28,87.53,1.77,0.96,7.63,6.57,1,0,1,6,74887.40307,0,True,False,False,False,133702.1794
550.0,1.058823299,3,404.19,45.38,2.95,49.09,15.7,92.05,2.03,4.13,2.1,6.25,0,0,1,23,119905.8368,0,False,False,True,False,224462.6259
550.0,1.384526147,2,271.0,5.8,3.18,140.89,16.02,89.82,0.94,1.69,5.19,7.43,0,0,1,21,281745.7992,0,False,False,False,True,242583.861
941.81,2.035254196,2,439.59,22.22,7.08,94.67,5.22,91.45,1.45,4.45,5.0,6.27,1,0,1,14,84594.12145,0,False,True,False,False,151361.7125
1678.0,2.220478082,3,269.96,40.49,9.42,110.61,0.28,91.97,1.84,5.03,3.57,7.67,0,1,1,0,333968.6957,0,False,False,False,True,464114.6722
959.52,4.171585155,3,579.14,43.99,10.0,19.73,6.79,94.27,0.72,4.63,3.24,7.71,0,0,2,47,416438.3391,1,False,False,True,False,625244.5246
550.0,1.880324216,3,558.05,33.01,4.26,80.32,16.16,94.4,2.08,3.33,10.0,6.03,1,0,2,16,43666.49498,0,False,False,False,False,121380.2128
1474.99,1.857532493,2,774.45,25.39,4.92,57.62,19.71,94.71,1.49,6.15,0.98,1.9,0,1,2,36,160664.1315,0,False,False,True,False,224973.4118
824.68,1.939678208,4,443.81,21.28,9.41,50.93,7.16,85.32,0.93,4.81,3.31,6.2,0,0,1,11,463591.4701,0,False,False,False,True,350823.0371
550.0,1.0,3,559.41,42.67,9.58,54.97,16.2,89.69,1.54,2.14,5.49,3.41,0,1,1,20,6734.814226,0,False,False,False,True,117296.0179
670.81,1.825914352,3,777.24,46.45,4.24,5.82,19.03,90.0,1.1,1.93,0.39,0.47,1,0,1,14,10505.83786,0,False,False,False,False,92774.04799
1557.12,3.461911975,3,676.26,43.55,5.71,17.71,10.06,87.92,1.19,3.61,8.56,7.72,1,0,1,15,438749.0163,1,False,True,False,False,415436.8385
1058.54,2.166310866,2,28.08,1.56,7.55,0.27,10.84,99.35,1.12,4.84,8.95,8.48,0,0,1,16,225466.4545,0,False,False,False,True,195395.1853
1929.26,1.0,2,972.95,11.12,8.75,72.24,10.01,97.07,2.17,5.8,5.28,6.42,1,0,1,14,127870.0669,0,False,True,False,False,248824.7521
550.0,2.949512557,2,468.29,7.65,6.49,92.63,20.29,91.38,1.21,6.82,5.54,7.85,0,0,1,22,160988.9713,0,False,True,False,False,205001.7894
1085.52,1.177774041,4,83.35,61.43,7.2,53.18,27.8,90.82,2.3,3.91,0.32,5.22,0,0,1,4,219137.0148,1,False,False,False,True,280135.5817
1046.96,1.0,3,547.47,7.39,7.78,1.68,7.51,95.53,1.64,4.97,6.9,6.41,0,0,1,10,176220.087,0,False,False,False,False,200388.3774
671.47,1.0,3,185.52,7.93,6.49,42.08,2.76,89.66,1.48,2.46,3.36,5.68,1,0,1,3,148007.105,0,False,True,False,False,159097.7158
1522.53,2.090728194,2,470.29,7.08,5.87,28.2,11.06,93.24,1.74,2.49,2.54,3.7,0,0,1,12,313783.1701,1,False,True,False,False,414012.7775
1211.64,2.290264744,3,669.46,60.6,7.93,12.98,7.23,92.55,0.69,8.03,8.34,10.0,0,0,2,12,327876.6273,1,False,False,True,False,474269.9146
880.36,1.92182277,5,412.94,37.26,7.41,5.55,10.62,93.19,1.7,6.48,2.57,6.71,1,0,1,28,277848.4598,0,False,True,False,False,221526.5807
1233.94,2.458507679,3,963.69,40.04,4.75,44.03,49.67,91.71,0.89,1.33,5.8,9.07,1,0,2,17,268725.3363,1,False,False,True,False,365858.4583
1291.71,1.0,3,197.32,44.88,4.84,60.68,25.03,85.38,2.02,6.18,10.0,10.0,0,0,1,21,170822.5667,0,False,False,False,False,185347.049
1809.46,1.0,3,377.13,66.98,4.0,92.87,14.78,92.91,1.53,5.75,9.23,7.5,0,1,1,10,214608.3743,0,False,False,False,True,196604.6614
938.87,2.907865543,4,333.4,24.16,9.37,60.42,19.14,85.86,1.07,3.13,10.0,5.44,0,0,1,17,415128.6048,1,False,False,False,True,457222.6993
1032.15,1.746372783,3,485.19,5.58,5.77,10.89,41.37,93.58,2.23,3.9,4.56,4.79,0,0,1,16,166617.2444,0,False,True,False,False,191094.1163
2394.03,3.16426403,4,1226.38,9.52,8.33,2.56,2.89,99.0,1.5,8.01,6.3,5.03,1,0,1,14,836950.0651,1,False,True,False,False,741922.7803
709.95,1.202345328,2,40.08,14.54,4.64,5.45,27.59,88.65,0.7,2.35,9.99,7.81,0,0,1,19,10942.62089,0,False,False,False,False,102686.4687
611.52,1.441540934,3,217.89,52.44,6.59,56.5,2.83,94.05,1.39,3.73,3.77,5.96,1,0,1,14,183593.3034,0,False,False,True,False,244027.2836
667.13,4.119081613,2,504.07,37.99,9.07,2.52,1.56,96.89,1.1,4.26,5.48,8.55,0,0,1,19,251556.3021,1,True,False,False,False,312594.3837
550.0,1.418814967,2,540.45,21.68,3.98,66.46,42.24,89.74,2.59,1.71,6.2,4.22,0,1,1,8,65723.11262,0,False,False,False,False,126350.2557
1403.53,3.9193983,2,1128.16,36.97,8.74,11.09,18.07,92.95,0.81,6.0,2.6,8.48,0,1,1,16,315457.2166,0,True,False,False,False,274124.9918
1157.68,1.025736516,3,820.77,3.04,6.35,11.92,7.93,87.97,1.4,5.82,10.0,7.57,0,1,1,10,372519.6424,1,True,False,False,False,304817.7262
2014.53,1.0,3,349.18,31.28,6.24,82.26,19.95,91.7,1.62,4.53,4.28,5.33,0,1,1,21,375045.8531,1,True,False,False,False,479347.3542
920.51,2.436317283,3,582.43,49.18,4.63,46.04,15.46,94.49,1.64,2.51,4.99,7.4,1,1,1,6,168045.2225,0,False,False,False,True,222228.9304
550.0,2.087067938,4,1188.94,39.14,7.04,28.98,3.71,94.29,1.4,3.83,7.82,5.26,1,0,2,31,194443.9266,0,False,False,False,False,189162.786
2490.43,3.307885512,4,833.81,34.89,9.54,26.18,18.42,88.38,1.03,8.09,3.53,3.33,1,0,1,15,649088.0308,1,False,False,False,False,762115.1725
1112.35,2.516874838,2,858.86,8.25,5.29,58.48,0.57,90.38,1.79,6.64,5.09,3.65,1,0,1,19,152648.984,0,False,False,True,False,263032.174
1426.26,2.27934675,4,405.28,2.24,8.55,37.18,4.32,87.82,0.94,3.64,3.97,8.41,0,0,1,11,431172.7581,1,False,False,False,True,288365.1523
632.84,1.0,4,676.1,35.64,7.85,19.53,20.04,92.7,1.01,4.24,6.49,7.73,0,1,1,17,140640.6131,0,False,False,False,True,235796.2815
1142.79,1.647856387,3,96.34,31.04,8.27,119.28,50.74,93.5,2.0,6.62,1.96,3.03,0,1,1,2,376273.418,1,True,False,False,False,368663.1909
1637.04,2.255785388,4,554.53,8.96,10.0,18.7,3.38,99.6,1.33,6.44,3.52,3.83,1,0,1,14,567977.4659,1,False,False,False,True,333345.3744
1114.19,1.307240625,3,533.56,18.94,7.94,49.83,28.67,94.97,2.06,7.29,7.36,5.68,0,0,1,19,223304.4713,0,False,True,False,False,204192.7232
771.68,2.073010852,5,436.59,37.46,6.65,14.21,11.78,96.59,3.0,5.85,6.35,6.05,1,0,1,11,431765.1314,1,False,False,True,False,417551.268
1102.93,3.920557311,4,976.97,36.55,8.65,50.69,8.77,99.9,1.43,5.88,8.93,7.22,0,1,1,17,680922.3576,1,False,False,False,True,736758.1445
1615.82,1.0,2,513.8,9.94,5.55,55.17,10.58,93.8,2.11,3.01,3.34,0.67,0,0,1,18,157311.2208,0,False,False,False,False,232974.9339
894.63,4.365377479,4,980.29,28.61,8.24,34.16,14.92,99.08,1.51,8.1,6.99,5.63,1,0,1,17,540195.1268,1,False,False,False,True,636344.946
655.08,1.751821196,3,1017.17,28.09,1.82,76.75,23.39,93.49,1.02,2.29,6.61,6.3,0,0,1,19,168531.204,0,False,True,False,False,267004.1506
1337.19,1.719880629,2,681.56,8.8,7.04,14.15,22.82,93.72,2.03,6.29,3.09,6.12,1,1,1,5,155463.6341,0,True,False,False,False,174132.6508
550.0,2.188575857,4,747.99,14.98,9.36,81.19,24.77,93.21,2.19,3.02,4.78,7.33,0,1,2,6,305755.0517,1,False,False,True,False,346664.0448
1067.85,1.0,2,429.77,19.06,5.16,30.9,5.59,95.51,1.68,6.22,10.0,6.49,0,0,1,4,172031.378,0,False,False,True,False,170448.1784
998.18,2.025042343,5,358.05,4.74,6.82,79.88,4.86,83.21,1.79,5.07,5.78,7.13,0,0,2,19,344306.9524,0,True,False,False,False,266337.8745
830.58,2.426807833,1,902.26,4.65,8.12,7.52,13.22,98.9,1.77,4.32,4.25,1.35,0,1,1,9,898.7966815,0,False,False,False,False,101236.1876
883.04,1.652480772,3,259.69,3.7,7.01,19.15,9.32,96.06,2.02,3.27,4.51,5.13,0,0,1,6,184228.5993,0,False,False,True,False,239719.168
1653.52,2.818510209,2,938.48,39.59,5.1,10.34,24.35,99.9,0.65,6.03,3.92,3.49,0,1,1,8,321837.4339,1,False,False,False,True,387338.4613
1688.52,1.586843328,1,626.23,23.41,4.41,60.56,24.68,99.9,1.38,4.69,5.04,6.26,0,0,1,9,350547.1591,1,False,False,True,False,445814.9881
1765.19,1.0,1,1019.86,41.8,5.98,7.49,9.99,86.42,2.04,5.84,9.81,7.21,1,0,1,15,209479.8954,0,False,False,True,False,231368.8227
1366.61,2.647721577,2,457.34,14.45,7.23,73.92,12.84,91.76,0.53,6.34,2.93,9.84,1,0,1,14,287685.426,1,False,False,False,False,319871.6826
1202.03,2.180178619,1,484.91,30.4,5.15,65.54,10.34,86.59,2.0,2.26,3.03,5.27,0,1,1,16,184737.0137,0,False,False,True,False,226058.3649
973.81,1.0,3,615.27,25.84,3.26,95.66,16.67,86.14,1.42,4.92,6.08,5.24,0,1,1,14,160202.3634,0,False,True,False,False,177518.1051
1510.98,3.648088561,2,440.43,24.34,8.93,20.07,25.71,86.48,1.47,6.08,7.38,5.55,0,0,1,7,356311.6982,0,True,False,False,False,399718.2074
890.09,2.777984747,4,269.05,62.7,10.0,54.09,8.36,95.33,1.77,6.93,8.59,8.5,1,0,2,37,391543.56,1,False,True,False,False,498851.7088
550.0,1.0,4,847.47,11.16,7.54,69.35,13.86,98.0,1.06,4.2,7.73,6.16,1,0,1,13,207134.6623,0,True,False,False,False,267076.1749
760.03,3.537338211,5,591.83,0.98,8.04,57.29,13.43,86.52,0.73,4.03,9.04,5.87,0,0,1,16,435630.4415,1,False,True,False,False,626317.161
1076.54,2.968572317,2,835.25,36.0,9.2,80.9,20.35,97.73,1.74,7.12,2.9,3.15,0,0,1,24,236218.3637,1,False,True,False,False,347973.3019
1380.55,1.075518813,3,196.27,54.97,7.28,40.3,10.71,91.24,1.86,2.03,3.94,0.8,0,1,1,16,282008.4762,0,False,True,False,False,477219.5197
879.37,1.0,3,738.28,3.07,9.59,37.04,18.6,98.33,2.35,4.42,7.18,5.33,0,0,1,10,232184.4505,0,False,False,True,False,192100.1045
1118.55,1.843407167,4,416.48,20.32,9.44,69.87,24.46,98.71,0.41,5.86,6.08,4.6,1,0,1,14,482579.8184,1,False,False,True,False,334343.3332
940.49,1.38572167,2,622.82,32.99,5.57,23.83,14.69,99.9,1.84,4.35,7.28,9.06,0,1,1,11,224547.4302,0,False,True,False,False,243836.8679
1405.73,1.743421009,4,701.77,13.97,8.63,60.75,12.89,96.19,0.88,7.55,5.37,4.24,0,0,1,10,560386.531,1,False,False,False,False,355808.5467
